Car.PitchAcc,Car.PitchVel,Car.RollAcc,Car.RollVel,Car.YawAcc,Car.YawVel,Car.ax,Car.ay,Car.az,Car.v,Car.vx,Car.vy,Car.vz,Time
rad/s^2,rad/s,rad/s^2,rad/s,rad/s^2,rad/s,m/s^2,m/s^2,m/s^2,m/s,m/s,m/s,m/s,s
-0.007043986,0.00225905,0.003649083,0.000272401,0.004687791,-0.009844475,0.065149471,-0.120581262,-0.008183308,12.602314,12.60204411,-0.009863382,0.081839867,28.511
-0.005387861,0.002198056,0.003270252,0.000308009,0.004789561,-0.009796992,0.051283017,-0.119902797,-0.009224482,12.60290337,12.60263252,-0.009826637,0.08203198,28.521
-0.003899776,0.002152709,0.002844844,0.000339523,0.004879768,-0.009748559,0.037830476,-0.119184732,-0.010085006,12.60335636,12.60308456,-0.009788923,0.08220806,28.531
-0.002596488,0.002121232,0.002393179,0.000366592,0.004963549,-0.009699261,0.02477568,-0.118426509,-0.010765031,12.6036768,12.60340405,-0.00974997,0.082371838,28.541
-0.001488657,0.002101713,0.001930944,0.000389045,0.005044177,-0.009649144,0.012103462,-0.117630109,-0.011266454,12.60386753,12.60359383,-0.009709507,0.082526766,28.551
-0.000581822,0.002092164,0.001468686,0.000406839,0.005122119,-0.009598234,-0.000199531,-0.116801255,-0.011592694,12.60393333,12.60365868,-0.009667296,0.082676023,28.561
0.000123683,0.002090569,0.001014538,0.000420021,0.0051964,-0.009546564,-0.012146069,-0.1159475,-0.011748448,12.60387802,12.60360146,-0.009623164,0.082822487,28.571
0.000632027,0.002094935,0.000575893,0.000428712,0.005266025,-0.009494175,-0.023748778,-0.115076125,-0.01174016,12.6037035,12.60342693,-0.009577012,0.082968704,28.581
0.000950594,0.002103328,0.000160042,0.00043311,0.005330351,-0.009441119,-0.0350178,-0.114193469,-0.011575741,12.60341549,12.60313797,-0.009528796,0.083116911,28.591
0.001089879,0.002113905,-0.000225126,0.000433484,0.005389547,-0.009387447,-0.045961823,-0.113304667,-0.011264356,12.6030159,12.60273743,-0.009478529,0.083269008,28.601
0.001206654,0.00212555,-0.000514875,0.000430574,0.00544559,-0.009333204,-0.056835581,-0.112419166,-0.010766819,12.60250759,12.60222816,-0.009426261,0.083426572,28.611
0.001321978,0.00213849,-0.000811031,0.000424716,0.00549947,-0.009278412,-0.067830049,-0.11153096,-0.010185553,12.60188961,12.60160923,-0.009372068,0.083591007,28.621
0.001290484,0.002151846,-0.001076448,0.000416005,0.005552336,-0.009223087,-0.078564294,-0.110642426,-0.009526137,12.60116291,12.60088062,-0.009316036,0.083763525,28.631
0.001075347,0.002163867,-0.001290461,0.000404888,0.005604514,-0.009167236,-0.088934794,-0.109756455,-0.008779005,12.60033035,12.60004711,-0.009258267,0.083945021,28.641
0.000692731,0.002172792,-0.001449433,0.000391904,0.005656494,-0.009110866,-0.098941967,-0.108875245,-0.007952521,12.59939575,12.59911156,-0.009198871,0.084136054,28.651
0.000169248,0.002177086,-0.001556316,0.000377594,0.00570696,-0.009053981,-0.108599976,-0.10800267,-0.007059276,12.59836197,12.59807682,-0.009137985,0.084336802,28.661
-0.000465679,0.002175504,-0.001611163,0.000362474,0.00575793,-0.008996593,-0.117926173,-0.107139215,-0.006112754,12.59723377,12.59694672,-0.009075774,0.084547162,28.671
-0.001182579,0.002167093,-0.001615695,0.000347063,0.005811349,-0.00893868,-0.126936466,-0.106283195,-0.005126337,12.59601402,12.59572506,-0.009012382,0.084766738,28.681
-0.001952802,0.002151191,-0.001575442,0.000331834,0.005866847,-0.008880222,-0.135645121,-0.10543561,-0.004113792,12.59470463,12.59441471,-0.008947957,0.084994897,28.691
-0.002749425,0.002127418,-0.001496682,0.000317203,0.005923706,-0.0088212,-0.144064948,-0.10459733,-0.003088897,12.59331036,12.59301853,-0.008882662,0.085230812,28.701
-0.003547731,0.002095645,-0.001385216,0.000303523,0.005981632,-0.008761603,-0.152207553,-0.103768125,-0.00206529,12.59183311,12.59154034,-0.008816664,0.085473485,28.711
-0.004325492,0.00205598,-0.001246396,0.000291092,0.006040706,-0.00870142,-0.160083577,-0.102946721,-0.001056331,12.59027576,12.58998108,-0.00875012,0.085721798,28.721
-0.005063162,0.002008741,-0.0010855,0.000280156,0.006101118,-0.008640639,-0.167703003,-0.102131337,-7.50E-05,12.58864021,12.58834362,-0.008683178,0.085974507,28.731
-0.005744,0.00195442,-0.000908391,0.000270904,0.006162738,-0.008579248,-0.175075248,-0.101320192,0.000866456,12.58693027,12.58663177,-0.008615961,0.08623033,28.741
-0.006359472,0.001893652,-0.000724906,0.000263452,0.006225044,-0.008517235,-0.182202995,-0.100511529,0.001753119,12.58514786,12.58484745,-0.008548587,0.086487919,28.751
-0.006935362,0.001826962,-0.000543716,0.000257781,0.006288219,-0.008454593,-0.189014956,-0.099702246,0.00256982,12.58329487,12.58299351,-0.008481146,0.086745903,28.761
-0.007434049,0.001754856,-0.000340527,0.000254024,0.006352699,-0.008391313,-0.195541248,-0.098892368,0.003332981,12.58137608,12.58107281,-0.008413708,0.087002896,28.771
-0.007743939,0.001678711,-0.000119568,0.000252419,0.006418473,-0.008327381,-0.202024818,-0.098081499,0.004039801,12.57939243,12.57908726,-0.008346327,0.087257527,28.781
-0.007775309,0.00160095,0.000103934,0.000253073,0.006485126,-0.008262784,-0.208688572,-0.097268648,0.004670728,12.57734299,12.5770359,-0.008279053,0.087508567,28.791
-0.007485731,0.001524629,0.000317005,0.000255945,0.00655195,-0.00819752,-0.215679377,-0.096452348,0.005205493,12.57522678,12.57491779,-0.008211932,0.087755024,28.801
-0.006877274,0.001452963,0.000514718,0.000260865,0.00661811,-0.00813159,-0.223065078,-0.095631227,0.005630821,12.5730381,12.5727272,-0.008144998,0.087996222,28.811
-0.005830978,0.001389729,0.000718328,0.000267986,0.006681695,-0.008065009,-0.231173471,-0.094807968,0.005959107,12.57077312,12.57046032,-0.008078284,0.088231795,28.821
-0.004484422,0.001338811,0.000836699,0.000276646,0.006740035,-0.007997823,-0.239934743,-0.093975782,0.006100988,12.56842327,12.56810951,-0.008011824,0.088461787,28.831
-0.003020953,0.001302099,0.000920591,0.000286297,0.006796055,-0.007930067,-0.249012306,-0.093129948,0.006078578,12.56598568,12.56567001,-0.007945611,0.088686511,28.841
-0.001510789,0.001280318,0.000985965,0.000296705,0.006852163,-0.007861752,-0.258361042,-0.092266068,0.005908547,12.56345558,12.56313801,-0.007879563,0.08890643,28.851
8.11E-06,0.001273719,0.001033876,0.000307696,0.006908868,-0.007792871,-0.267990917,-0.091382653,0.005594447,12.56083012,12.56051159,-0.007813561,0.089122079,28.861
0.001502664,0.001282206,0.00106204,0.000319084,0.00696515,-0.007723425,-0.277912557,-0.090481028,0.005141598,12.55810738,12.55778694,-0.007747491,0.089334011,28.871
0.00294297,0.001305368,0.001068016,0.000330658,0.007019484,-0.007653425,-0.28813231,-0.089563563,0.004557877,12.5552845,12.55496216,-0.007681258,0.089542814,28.881
0.004302358,0.001342514,0.001051385,0.00034219,0.007070896,-0.007582897,-0.298652768,-0.088632099,0.003853805,12.55235672,12.55203342,-0.007614788,0.08974909,28.891
0.005557476,0.001392702,0.001019899,0.000353492,0.007123227,-0.007511855,-0.30947274,-0.087683491,0.003042154,12.54932308,12.54899883,-0.007547999,0.089953445,28.901
0.006688571,0.001454778,0.000974049,0.000364429,0.007177032,-0.007440277,-0.320587814,-0.086716071,0.002137646,12.54617977,12.54585361,-0.007480769,0.090156488,28.911
0.00767974,0.001527412,0.000906874,0.000374817,0.007226286,-0.007368181,-0.331991077,-0.085737862,0.001156543,12.54292393,12.54259682,-0.007413026,0.090358801,28.921
0.008518959,0.001609134,0.000816026,0.000384425,0.007266905,-0.007295639,-0.34367314,-0.084755264,0.000116249,12.53955269,12.53922367,-0.007344771,0.090560973,28.931
0.009198116,0.001698377,0.000705961,0.000393033,0.007298906,-0.007222739,-0.35562256,-0.083769619,-0.000965054,12.53606319,12.53573227,-0.007276027,0.090763547,28.941
0.009712994,0.001793513,0.000584518,0.000400492,0.007324777,-0.007149555,-0.367826372,-0.082779221,-0.002068804,12.53245258,12.5321207,-0.007206802,0.090967044,28.951
0.01006311,0.001892895,0.000459152,0.000406729,0.007347337,-0.007076133,-0.380270392,-0.081782073,-0.003176452,12.52871895,12.52838516,-0.007137075,0.091171972,28.961
0.010251457,0.001994887,0.000335696,0.000411735,0.00736879,-0.007002492,-0.392939538,-0.080777302,-0.004269839,12.52485943,12.52452469,-0.007066807,0.091378793,28.971
0.010284171,0.002097904,0.000225133,0.000415585,0.007395099,-0.006928618,-0.405818135,-0.079760529,-0.005331554,12.52087307,12.52053547,-0.006995933,0.091587946,28.981
0.010702201,0.00220218,0.000420049,0.000419873,0.007428291,-0.006854441,-0.419653624,-0.078761876,-0.006104811,12.5167551,12.51641655,-0.006924381,0.091799855,28.991
0.01218551,0.002317156,0.000439256,0.000425963,0.007461034,-0.006779924,-0.436791152,-0.07776352,-0.006905889,12.5124836,12.51214314,-0.00685223,0.092015609,29.001
0.013755281,0.00244815,0.000282396,0.000431069,0.007486543,-0.006705117,-0.455011159,-0.076760441,-0.007885799,12.50803375,12.50769234,-0.006779612,0.09223716,29.011
0.014927699,0.002592804,0.000104758,0.000434437,0.007502506,-0.006630109,-0.473294437,-0.075755738,-0.008876994,12.50340176,12.50305843,-0.006706633,0.092466697,29.021
0.015627984,0.002746603,-6.12E-05,0.000436075,0.007511707,-0.006554981,-0.491507232,-0.074746273,-0.009824462,12.49858665,12.49824142,-0.006633316,0.092706084,29.031
0.015829237,0.002904686,-0.00021447,0.000436112,0.007517995,-0.006479781,-0.509562492,-0.073728472,-0.010717104,12.49359035,12.49324226,-0.006559616,0.092956729,29.041
0.015512868,0.003061922,-0.000345538,0.000434701,0.007524139,-0.006404519,-0.527329385,-0.072702721,-0.011533371,12.48841381,12.48806381,-0.006485465,0.093219511,29.051
0.014719411,0.003213312,-0.000447215,0.00043212,0.007531516,-0.00632919,-0.544776917,-0.071672022,-0.012245487,12.48306084,12.48270893,-0.006410808,0.093494847,29.061
0.013521997,0.003354478,-0.000522428,0.000428652,0.007540221,-0.006253779,-0.561928034,-0.070640072,-0.012835134,12.47753429,12.47718048,-0.006335622,0.093782708,29.071
0.012000632,0.003481819,-0.000576243,0.000424537,0.007549593,-0.006178277,-0.578810692,-0.069610529,-0.013289276,12.47183704,12.47148132,-0.006259921,0.094082683,29.081
0.010234103,0.003592531,-0.000612854,0.000419965,0.007559419,-0.00610268,-0.595447719,-0.068586394,-0.013598593,12.4659729,12.46561337,-0.006183755,0.094394088,29.091
0.00829646,0.003684573,-0.000634807,0.000415093,0.007568487,-0.006026985,-0.611855209,-0.067567825,-0.013756619,12.45994282,12.45958138,-0.006107191,0.094716012,29.101
0.006259099,0.003756633,-0.000644171,0.000410057,0.007577342,-0.005951203,-0.628051877,-0.066556618,-0.013760985,12.4537487,12.45338535,-0.006030308,0.095047407,29.111
0.004184432,0.003808062,-0.000641659,0.00040498,0.007586036,-0.005875333,-0.644044697,-0.065551743,-0.013613176,12.44739437,12.44702816,-0.005953181,0.095387109,29.121
0.002128671,0.003838803,-0.000628089,0.000399975,0.007594962,-0.005799375,-0.659840584,-0.064552642,-0.013317709,12.44088173,12.4405117,-0.005875879,0.095733911,29.131
-0.001817197,0.003842619,-0.001633667,0.000389789,0.00759817,-0.00572334,-0.672539473,-0.063450277,-0.013730757,12.43421555,12.43384266,-0.005798356,0.096086413,29.141
-0.009590651,0.003783378,-0.001950653,0.000370912,0.00759179,-0.005647343,-0.674656034,-0.062356215,-0.01361943,12.42747116,12.42709541,-0.005720342,0.096440941,29.151
-0.017799141,0.003641711,-0.001723572,0.000352587,0.007584624,-0.005571418,-0.6737836,-0.061302267,-0.012567074,12.42072296,12.42034531,-0.005641728,0.096790843,29.161
-0.024925539,0.003423496,-0.001449671,0.000336936,0.007587884,-0.005495511,-0.672889233,-0.060274106,-0.011121324,12.41398525,12.41360474,-0.005562526,0.097128764,29.171
-0.030768236,0.003141016,-0.001193087,0.00032394,0.007602444,-0.005419508,-0.672080338,-0.059271246,-0.009428772,12.40725708,12.4068737,-0.005482921,0.097448334,29.181
-0.035280131,0.002807418,-0.000962457,0.000313368,0.007624368,-0.005343315,-0.671353877,-0.058293458,-0.007530291,12.40053749,12.40015125,-0.005403179,0.097744532,29.191
-0.038470838,0.002435993,-0.000757549,0.000304959,0.00764914,-0.005266884,-0.670689583,-0.057337001,-0.005474624,12.39382553,12.39343643,-0.005323557,0.098013654,29.201
-0.040390987,0.002039705,-0.000574821,0.000298473,0.007673911,-0.005190203,-0.67007345,-0.056396004,-0.003318978,12.38712025,12.38672924,-0.005244271,0.098253228,29.211
-0.041124113,0.001630825,-0.000408648,0.000293718,0.007697915,-0.00511328,-0.669493318,-0.055463821,-0.001123516,12.38042164,12.38002968,-0.005165469,0.098461822,29.221
-0.040777557,0.001220648,-0.000251621,0.000290571,0.00772324,-0.005036111,-0.668937743,-0.054532405,0.001051119,12.37372971,12.37333584,-0.005087221,0.098638937,29.231
-0.039474927,0.000819303,-0.000103039,0.000288949,0.007749569,-0.004958681,-0.668397307,-0.053597294,0.003146141,12.36704445,12.36664867,-0.005009529,0.098784849,29.241
-0.037537318,0.000435068,0.000343259,0.000289665,0.007776199,-0.004880994,-0.667841196,-0.052638199,0.004879512,12.36036491,12.35996819,-0.004932392,0.098900169,29.251
-0.035253115,7.21E-05,0.000564217,0.000295206,0.007796022,-0.004803017,-0.667228639,-0.051737804,0.006215312,12.3536911,12.35329342,-0.004855904,0.098983653,29.261
-0.03236416,-0.000265138,0.0005785,0.000300959,0.007810558,-0.004724961,-0.666654646,-0.050820436,0.00744837,12.34702396,12.34662533,-0.00478011,0.099035047,29.271
-0.028882494,-0.000570122,0.000559062,0.000306925,0.007834909,-0.004646674,-0.666188777,-0.049911026,0.008525678,12.3403616,12.33996296,-0.004705002,0.099056773,29.281
-0.02463026,-0.000835928,3.11E-05,0.00030871,0.007857116,-0.004568085,-0.665748298,-0.048886687,0.009068773,12.33370495,12.33330631,-0.004630299,0.099049747,29.291
-0.020024486,-0.001056887,0.000207023,0.000310255,0.00784336,-0.004489572,-0.665221155,-0.047937281,0.009132125,12.32705307,12.32665443,-0.004555976,0.099014543,29.301
-0.01539461,-0.001231694,0.000266659,0.000312748,0.007862955,-0.004410992,-0.664644063,-0.046924718,0.00910958,12.32040691,12.32000828,-0.004481682,0.098955102,29.311
-0.010780498,-0.001360202,0.000316938,0.000315762,0.007892685,-0.004332142,-0.664049029,-0.045889407,0.00889989,12.31376648,12.3133688,-0.004407082,0.098875739,29.321
-0.006306239,-0.001443229,0.000359009,0.000319244,0.00791178,-0.004253044,-0.663457453,-0.04486189,0.008511685,12.30713177,12.30673504,-0.004332171,0.098780535,29.331
-0.002097064,-0.001482876,0.000381044,0.000323042,0.007915061,-0.004173843,-0.662877977,-0.043851893,0.007973046,12.30050278,12.30010605,-0.004257109,0.098673627,29.341
0.001746635,-0.001482371,0.000381821,0.00032694,0.007906823,-0.004094678,-0.662313104,-0.04285495,0.007305242,12.29387951,12.29348373,-0.004182044,0.098559029,29.351
0.005152201,-0.00144579,0.000366817,0.000330755,0.007893275,-0.004015629,-0.66176331,-0.041862719,0.00652067,12.28726196,12.28686619,-0.004107038,0.098440394,29.361
0.008071008,-0.001377798,0.000341453,0.000334359,0.007878636,-0.003936724,-0.661228955,-0.040869344,0.005627094,12.28064823,12.28025436,-0.004032074,0.098320886,29.371
0.010474523,-0.001283437,0.000308538,0.000337667,0.007864495,-0.003857963,-0.660710514,-0.039872807,0.004631396,12.27404022,12.27364731,-0.003957099,0.098203085,29.381
0.012351424,-0.001167933,0.000267869,0.000340605,0.007850238,-0.003779342,-0.660208345,-0.038874105,0.003541702,12.26743698,12.26704502,-0.003882057,0.09808898,29.391
0.013705477,-0.001036546,0.000216897,0.000343079,0.007833036,-0.003700878,-0.659722567,-0.037877299,0.002368275,12.26083851,12.26044655,-0.00380692,0.097979948,29.401
0.014553726,-0.000894419,0.000159382,0.000345003,0.007813652,-0.003622601,-0.659253299,-0.036882896,0.001123703,12.2542448,12.25385284,-0.003731685,0.097876817,29.411
0.014924733,-0.000746462,0.000100329,0.000346339,0.007794242,-0.003544519,-0.658800125,-0.035889,-0.000177249,12.24765491,12.24726391,-0.003656329,0.097779907,29.421
0.014748186,-0.000597603,-0.000134727,0.000346499,0.007774275,-0.003466628,-0.658349454,-0.034903426,-0.001642295,12.24106884,12.24067879,-0.003580812,0.097688876,29.431
0.014141368,-0.000453198,-0.00039611,0.000343689,0.007756363,-0.003388948,-0.657899141,-0.033896159,-0.003102808,12.23448753,12.23409748,-0.00350504,0.097602114,29.441
0.013138019,-0.000316881,-0.000424706,0.000339291,0.007741429,-0.003311414,-0.657483816,-0.032871675,-0.004658144,12.22791004,12.22751999,-0.003428911,0.097518593,29.451
0.011861565,-0.000192373,-0.000399347,0.00033529,0.007717635,-0.003234058,-0.657084644,-0.03186243,-0.006150975,12.22133636,12.22094727,-0.00335238,0.097436376,29.461
0.010427527,-8.15E-05,-0.000392835,0.000331399,0.007687212,-0.003156998,-0.656723023,-0.030868964,-0.00756929,12.21476555,12.2143774,-0.003275487,0.09735442,29.471
0.008885911,1.43E-05,-0.000392962,0.000327549,0.007652401,-0.003080258,-0.656375647,-0.0298985,-0.008891741,12.2081995,12.20781136,-0.003198358,0.097271673,29.481
0.007295709,9.45E-05,-0.000407829,0.000323611,0.007606711,-0.003003927,-0.656028867,-0.028962409,-0.010090769,12.20163536,12.20124817,-0.00312125,0.097187199,29.491
0.005713635,0.000158684,-0.000429192,0.00031948,0.0075538,-0.002928097,-0.655681908,-0.02805266,-0.011146176,12.19507599,12.1946888,-0.00304441,0.097100258,29.501
0.004187216,0.000207362,-0.000449299,0.000315139,0.007497481,-0.002852817,-0.655336678,-0.027159827,-0.012044562,12.18851852,12.18813229,-0.002967977,0.0970103,29.511
0.002754212,0.000241262,-0.000465576,0.000310616,0.007438667,-0.002778114,-0.65499413,-0.026280083,-0.012777807,12.18196583,12.18157959,-0.002892018,0.096916996,29.521
0.001443644,0.000261485,-0.000478184,0.00030595,0.00737696,-0.002704015,-0.654654324,-0.025413034,-0.013342045,12.17541599,12.17503071,-0.002816581,0.096820191,29.531
0.000276765,0.000269378,-0.000487318,0.000301177,0.007312281,-0.002630551,-0.654317021,-0.02455884,-0.013737073,12.16886997,12.16848469,-0.002741707,0.096719943,29.541
-0.000711493,0.000266503,-0.000448276,0.000296421,0.007244263,-0.002557749,-0.653985143,-0.023711087,-0.013970433,12.16232681,12.16194248,-0.002667437,0.096616447,29.551
-0.001501752,0.000254924,-0.000339954,0.000292638,0.007177513,-0.002485634,-0.653649867,-0.022889687,-0.014098171,12.15578651,12.15540314,-0.002593833,0.096509717,29.561
-0.002141456,0.000236259,-0.000256633,0.000289761,0.007123035,-0.002414124,-0.653311789,-0.022069177,-0.014057568,12.14925098,12.14886761,-0.002520882,0.096400321,29.571
-0.002624274,0.000212061,-0.000177988,0.000287698,0.007080978,-0.002343082,-0.652973592,-0.021244936,-0.013869541,12.14271832,12.14233589,-0.002448494,0.096289054,29.581
-0.002955853,0.000183875,-0.000120006,0.000286322,0.007037685,-0.002272457,-0.652636766,-0.020430138,-0.013548844,12.13618851,12.13580799,-0.002376643,0.096176736,29.591
-0.003148263,0.000153149,-9.49E-05,0.000285347,0.006984141,-0.002202319,-0.652301371,-0.019634658,-0.013108461,12.12966347,12.129282,-0.002305428,0.096064277,29.601
-0.003226061,0.000121187,-8.40E-05,0.000284463,0.006919889,-0.002132778,-0.651962221,-0.018849552,-0.01259203,12.12314034,12.12276077,-0.002234973,0.0959526,29.611
-0.003256791,8.86E-05,-2.93E-06,0.000284263,0.006852542,-0.002063903,-0.651619673,-0.018092752,-0.01202447,12.11662197,12.11624241,-0.002165361,0.095842212,29.621
-0.003166616,5.65E-05,1.43E-05,0.000284401,0.006777679,-0.001995744,-0.65127784,-0.017340273,-0.011381931,12.11010647,12.10972786,-0.002096608,0.095733598,29.631
-0.002989497,2.57E-05,1.75E-05,0.000284629,0.006706293,-0.00192832,-0.650949478,-0.016595125,-0.010670535,12.10359478,12.10321712,-0.002028702,0.09562771,29.641
-0.002782014,-3.00E-06,-5.46E-05,0.000284629,0.00664167,-0.001861572,-0.650616765,-0.015855541,-0.009955447,12.09708595,12.09670925,-0.001961579,0.095525324,29.651
-0.002541082,-2.96E-05,-0.000162914,0.00028352,0.006581631,-0.00179545,-0.650274873,-0.015107452,-0.009197697,12.09058094,12.09020424,-0.001895141,0.095426798,29.661
-0.002240894,-5.34E-05,-0.000262954,0.000281399,0.006516683,-0.001729936,-0.649942756,-0.014362981,-0.008407871,12.08407974,12.08370304,-0.00182932,0.095332801,29.671
-0.001901605,-7.39E-05,-0.000362909,0.000278268,0.006440235,-0.001665141,-0.649615407,-0.013629375,-0.007604106,12.07758141,12.07720566,-0.001764128,0.095243983,29.681
-0.001539623,-9.10E-05,-0.00044696,0.000274212,0.006361649,-0.001601132,-0.649285078,-0.012898117,-0.006798544,12.07108688,12.07071114,-0.001699525,0.095160879,29.691
-0.001167151,-0.000104311,-0.000504313,0.000269458,0.006290177,-0.001537874,-0.648950756,-0.012162429,-0.006003209,12.06459522,12.06422043,-0.001635384,0.095083915,29.701
-0.000795284,-0.000113932,-0.00053646,0.000264275,0.00622795,-0.00147528,-0.648613393,-0.011423473,-0.005230367,12.05810738,12.05773258,-0.001571558,0.09501341,29.711
-0.000434776,-0.000119888,-0.000552182,0.000258868,0.006171736,-0.001413272,-0.648274124,-0.010687739,-0.004491867,12.05162239,12.05124855,-0.001507961,0.094949551,29.721
-9.57E-05,-0.00012235,-0.00056049,0.00025335,0.006116857,-0.001351815,-0.647933364,-0.00996231,-0.00379857,12.04514122,12.04476738,-0.001444587,0.09489242,29.731
0.000213044,-0.00012158,-0.000566655,0.000247762,0.006059868,-0.001290917,-0.647591293,-0.009251786,-0.003160008,12.03866386,12.03829002,-0.001381494,0.094841927,29.741
0.000484106,-0.000117925,-0.000571834,0.000242117,0.00599938,-0.001230608,-0.647247911,-0.008557674,-0.002584235,12.03218937,12.03181553,-0.001318765,0.094797894,29.751
0.000711838,-0.000111794,-0.000574659,0.000236431,0.005935622,-0.001170923,-0.646903157,-0.007879307,-0.002077751,12.02571869,12.02534485,-0.001256483,0.094759993,29.761
0.000892367,-0.000103643,-0.000571255,0.000230744,0.005870474,-0.001111888,-0.646557033,-0.007214436,-0.001645488,12.01925087,12.01887798,-0.001194711,0.094727792,29.771
0.00102356,-9.40E-05,-0.000548959,0.000225188,0.005812784,-0.00105347,-0.646209478,-0.00655314,-0.001290808,12.01278782,12.01241398,-0.001133448,0.094700754,29.781
0.001104959,-8.32E-05,-0.000514118,0.000219936,0.005761168,-0.000995589,-0.645860493,-0.005894325,-0.00101554,12.00632668,12.00595379,-0.001072629,0.094678245,29.791
0.00113766,-7.20E-05,-0.000482091,0.000215027,0.005706421,-0.000938235,-0.645510078,-0.005249312,-0.00082003,11.9998703,11.99949646,-0.001012268,0.094659567,29.801
0.001138506,-6.06E-05,-0.000491088,0.000210246,0.005643423,-0.000881472,-0.645159304,-0.004625888,-0.000713365,11.99341679,11.99304295,-0.000952475,0.094643913,29.811
0.001097459,-4.94E-05,-0.000508547,0.000205285,0.005570005,-0.000825399,-0.644805253,-0.004020807,-0.00068879,11.98696709,11.98659325,-0.000893373,0.094630383,29.821
0.001018039,-3.88E-05,-0.000523879,0.000200157,0.005491352,-0.000770093,-0.644449174,-0.003430992,-0.000736588,11.98052025,11.98014736,-0.000835047,0.094618171,29.831
0.000892667,-2.92E-05,-0.000555815,0.000194857,0.005412502,-0.000715579,-0.644089401,-0.00285278,-0.000873431,11.97407818,11.97370434,-0.000777508,0.094606452,29.841
0.0007232,-2.12E-05,-0.000600978,0.000189064,0.005335319,-0.000661849,-0.643725336,-0.002275318,-0.001073624,11.96763897,11.96726513,-0.000720714,0.094594188,29.851
0.000541665,-1.50E-05,-0.000618991,0.000182983,0.005262026,-0.000608865,-0.643365145,-0.00170227,-0.001325597,11.96120262,11.96082878,-0.000664611,0.094580583,29.861
0.000350611,-1.06E-05,-0.000619206,0.000176822,0.005189899,-0.000556608,-0.643007934,-0.001135152,-0.001623875,11.95477104,11.9543972,-0.000609151,0.094564915,29.871
0.000151119,-8.21E-06,-0.000580605,0.000170804,0.00511851,-0.000505069,-0.642882347,-0.000573313,-0.001966481,11.94834232,11.94796848,-0.00055431,0.094546497,29.881
0.000253303,-6.63E-06,-0.000400865,0.000165851,0.005048152,-0.000454237,-0.645040095,-2.20E-05,-0.002291631,11.94190598,11.94153214,-0.000500106,0.094524436,29.891
0.000937521,-8.31E-07,-0.000118437,0.000163405,0.004976707,-0.000404114,-0.650419176,0.000497916,-0.002725211,11.9354353,11.9350605,-0.000446643,0.094497651,29.901
0.002254325,1.53E-05,0.000202033,0.000163987,0.004901619,-0.000354726,-0.659919024,0.000983486,-0.003252783,11.92889214,11.9285183,-0.000394129,0.094465911,29.911
0.004225152,4.81E-05,0.000563208,0.000168004,0.004828738,-0.000306084,-0.674375713,0.001437376,-0.003887273,11.92223358,11.92185879,-0.000342797,0.094429687,29.921
0.006836179,0.000104201,0.000951441,0.000175799,0.004764955,-0.000258126,-0.694489896,0.001868837,-0.004639068,11.91540527,11.91503143,-0.000292805,0.094390228,29.931
0.009990938,0.000189467,0.001294816,0.00018722,0.004711464,-0.000210747,-0.720729709,0.002284473,-0.005539561,11.90834808,11.90797424,-0.000244236,0.094349466,29.941
0.013624543,0.000309025,0.001653202,0.00020218,0.00466832,-0.000163844,-0.753320992,0.002691718,-0.006532941,11.90100098,11.90062714,-0.000197139,0.094310142,29.951
0.017578723,0.00046683,0.001994493,0.000220653,0.004628331,-0.000117351,-0.792237341,0.00308936,-0.007622989,11.89330006,11.89292622,-0.00015155,0.094275892,29.961
0.021614818,0.000664893,0.002222211,0.000242081,0.004586891,-7.13E-05,-0.837160587,0.003474082,-0.008849388,11.88518143,11.88480759,-0.000107501,0.094250813,29.971
0.025506791,0.000902643,0.002323301,0.000264975,0.004543161,-2.56E-05,-0.887514234,0.003859832,-0.010167779,11.87658882,11.87621498,-6.50E-05,0.0942389,29.981
0.029042015,0.001177562,0.002326356,0.000288317,0.004499426,1.96E-05,-0.942540109,0.004256225,-0.011572766,11.86747074,11.8670969,-2.39E-05,0.094244383,29.991
0.032049131,0.001485022,0.002912551,0.000314926,0.004444335,6.43E-05,-1.001328588,0.004665323,-0.01332272,11.85778427,11.85740948,1.58E-05,0.094269767,30.001
0.034427971,0.001818945,0.003113592,0.000346,0.004407163,0.000108573,-1.062904239,0.005026395,-0.015187255,11.84749603,11.84712029,5.41E-05,0.09431649,30.011
0.036057822,0.002172988,0.002936004,0.000376209,0.004356687,0.000152431,-1.126258373,0.005422298,-0.017302785,11.83658314,11.83620644,9.13E-05,0.094385289,30.021
0.036691841,0.002537894,0.002717963,0.000404449,0.004274618,0.000195585,-1.190378666,0.005803131,-0.019427029,11.82503128,11.82465363,0.000127107,0.09447746,30.031
0.036293723,0.002903481,0.002429827,0.000430142,0.004195375,0.000237919,-1.254343152,0.006199893,-0.021524163,11.8128376,11.81245899,0.000161837,0.094593786,30.041
0.034859031,0.003259377,0.002071077,0.00045255,0.004130601,0.000279526,-1.317340374,0.00663143,-0.023530163,11.80000782,11.7996273,0.000195844,0.094734252,30.051
0.032415621,0.003595338,0.001655577,0.000471055,0.004080949,0.000320578,-1.378652215,0.007105947,-0.025374884,11.78655434,11.78617191,0.000229615,0.094898224,30.061
0.02903419,0.003901632,0.001182667,0.000485091,0.004033376,0.000361153,-1.437685013,0.007603962,-0.026991928,11.77249622,11.77211285,0.000263553,0.095084488,30.071
